DepMap_ID,cell_line_name,CELL_LINE_NAME,alias,COSMIC_ID,sample_collection_site,Sanger_Model_ID
ACH-000948,23132/87,2313287,,910924,stomach,SIDM00980
ACH-000949,TGBC11TKB,TGBC11TKB,,909770,lymph_node,SIDM00251
ACH-000950,LoVo,LOVO,,907790,lymph_node,SIDM00839
ACH-000951,NCI-H2342,NCIH2342,,687819,lung,SIDM00727
ACH-000953,SUP-T1,SUPT1,Sup-T1,909743,pleural_effusion,SIDM01154
ACH-000954,HEC-1-A,HEC1A,,,endometrium,SIDM00595
ACH-000955,SNU-407,SNU407,,1660034,soft_tissue,SIDM00214
ACH-000956,22Rv1,22RV1,22-RV1,924100,prostate,SIDM00499
ACH-000957,LS 180,LS180,,998189,Colon,SIDM00680
ACH-000958,SW48,SW48,,909751,Colon,SIDM00837
ACH-000959,SNU-C4,SNUC4,,,large_intestine,SIDM00500
ACH-000960,Reh,REH,,909696,haematopoietic_and_lymphoid_tissue,SIDM00447
ACH-000961,Ishikawa (Heraklio) 02 ER-,ISHIKAWAHERAKLIO02ER,,,endometrium,SIDM00037
ACH-000962,OC 314,OC314,,909257,ascites,SIDM00220
ACH-000963,CCK-81,CCK81,,1240123,large_intestine,SIDM00487
ACH-000964,MOLT-3,MOLT3,,,haematopoietic_and_lymphoid_tissue,SIDM00153
ACH-000965,RL95-2,RL952,,930082,endometrium,SIDM01088
ACH-000966,IGROV1,IGROV1,,905968,ovary,SIDM00151
ACH-000967,SNU-C2A,SNUC2A,,,large_intestine,SIDM00780
ACH-000968,COLO 792,COLO792,,906814,central_nervous_system,SIDM00140
ACH-000969,KM12,KM12,,905989,large_intestine,SIDM00150
ACH-000970,SNU-C5,SNUC5,,1674021,Colon,SIDM00498
ACH-000971,HCT 116,HCT116,,905936,large_intestine,SIDM00783
ACH-000972,HEC-151,HEC151,,,endometrium,
ACH-000973,639-V,639V,,906798,urinary_tract,SIDM00999
ACH-000974,SNG-M,SNGM,,909735,lymph_node,SIDM00373
ACH-000975,,HCC2450,,,lung,
ACH-000976,HuCCT1,HUCCT1,,907069,ascites,SIDM00587
ACH-000977,LNCaP clone FGC,LNCAPCLONEFGC,"LNCAPCLONEFGC, LN-Cap-cloneFGC, LNCaP clone FGC",907788,lymph_node,SIDM00683
ACH-000978,EN,EN,,1240127,endometrium,SIDM01045
ACH-000979,DU 145,DU145,,905935,central_nervous_system,SIDM00120
ACH-000980,NCI-H1155,NCIH1155,,908467,lymph_node,SIDM00651
ACH-000981,DND-41,DND41,,1297446,haematopoietic_and_lymphoid_tissue,SIDM00946
ACH-000982,GP2d,GP2D,,,Colon,SIDM00536
ACH-000983,KCL-22,KCL22,,1330931,pleural_effusion,SIDM01004
ACH-000984,HEC-6,HEC6,,,endometrium,
ACH-000985,LS411N,LS411N,,907794,large_intestine,SIDM00660
ACH-000986,HT115,HT115,,907289,Colon,SIDM00534
ACH-000987,MeWo,MEWO,,908128,lymph_node,SIDM00545
ACH-000988,MFE-319,MFE319,,1240174,endometrium,SIDM00333
ACH-000989,SNU-175,SNU175,,1659928,abdomen,SIDM00216
ACH-000990,HEC-108,HEC108,,,endometrium,
ACH-000991,SNU-81,SNU81,,1660036,Colon,SIDM00193
ACH-000992,BICR 18,BICR18,,,lymph_node,
ACH-000993,JHUEM-7,JHUEM7,,,endometrium,
ACH-000994,HEC-59,HEC59,,,endometrium,
ACH-000995,JURKAT,JURKAT,,998184,haematopoietic_and_lymphoid_tissue,SIDM01016
ACH-000996,HEC-251,HEC251,,,endometrium,
ACH-000997,HCT-15,HCT15,,905937,large_intestine,SIDM00789
ACH-000998,CW-2,CW2,,910554,large_intestine,SIDM00282
ACH-000999,SNU-1040,SNU1040,,1659823,Colon,SIDM00217
ACH-001001,143B,143B,,,bone,SIDM00804
ACH-001002,,451LU,,1287706,lymph_node,SIDM01240
ACH-001016,Becker,BECKER,,906746,central_nervous_system,SIDM00490
ACH-001020,BT-16,BT16,,,soft_tissue,
ACH-001021,,C3A,,910850,liver,SIDM01237
ACH-001022,CBAGPN,CBAGPN,CB-AGPN,,bone,
ACH-001023,CGTH-W-1,CGTHW1,,910568,thyroid,SIDM01248
ACH-001024,CHL-1,CHL1,HMCB,910853,pleural_effusion,SIDM01228
ACH-001028,CHLA-06,CHLA06ATRT,,,central_nervous_system,
ACH-001029,CHLA-10,CHLA10,,,lymph_node,
ACH-001030,,CHLA218,,,bone,
ACH-001031,CHLA-266,CHLA266,,,soft_tissue,
ACH-001032,CHLA-32,CHLA32,,,bone,
ACH-001033,CHLA-57,CHLA57,,,,
ACH-001034,CHLA-9,CHLA9,,,bone,
ACH-001035,CHLA-99,CHLA99,,,bone,
ACH-001036,CMK-11-5,CMK115,,,haematopoietic_and_lymphoid_tissue,SIDM01235
ACH-001038,,COGE352,COG-E-352,,haematopoietic_and_lymphoid_tissue,
ACH-001039,COLO 205,COLO205,,905961,ascites,SIDM00826
ACH-001041,CHL-1-DM,CHL1DM,,,pleural_effusion,SIDM00911
ACH-001044,,COLO818,,,skin,SIDM01153
ACH-001048,COV504,COV504,,,pleural_effusion,
ACH-001049,,CPCN,CPC-N,753547,pleural_effusion,SIDM00953
ACH-001050,CW9019,CW9019,,,soft_tissue,
ACH-001053,D425,D425,,,central_nervous_system,
ACH-001054,D458,D458,,,central_nervous_system,
ACH-001057,,DERL2,,,haematopoietic_and_lymphoid_tissue,
ACH-001059,,DL,,,soft_tissue,
ACH-001060,,DL40,DL-40,,haematopoietic_and_lymphoid_tissue,
ACH-001061,DLD-1,DLD1,,,large_intestine,SIDM00787
ACH-001063,DOV13,DOV13,,1479987,ovary,SIDM00969
ACH-001064,EB-2,EB2,,906846,ovary,SIDM00863
ACH-001065,,EVSAT,,906862,ascites,SIDM01042
ACH-001067,F5,F5,,,central_nervous_system,
ACH-001068,,FEPD,,,haematopoietic_and_lymphoid_tissue,
ACH-001072,GR-M,GRM,PSN1,,pancreas,SIDM00468
ACH-001075,NCI-H292,NCIH292,H292,753604,lymph_node,SIDM00493
ACH-001081,,HCC2998,,905971,large_intestine,SIDM00118
ACH-001084,HCT8,HCT8,,,large_intestine,SIDM00786
ACH-001086,,HELA,HeLa,1298134,cervix,SIDM00846
ACH-001089,,HLE,,907057,liver,SIDM00064
ACH-001090,,HN,,907059,lymph_node,SIDM01061
ACH-001091,HRT18,HRT18,,,large_intestine,SIDM00788
ACH-001094,,HTK,,,haematopoietic_and_lymphoid_tissue,SIDM00805
ACH-001096,JR,JR,JR-1,,soft_tissue,
ACH-001101,,KLM1,,,liver,
ACH-001106,KOPN-8,KOPN8,,1330933,haematopoietic_and_lymphoid_tissue,SIDM01034
ACH-001107,,KP1N,,1298216,pancreas,SIDM00583
ACH-001111,L82,L82,,,pleural_effusion,
ACH-001113,LC-1/sq-SF,LC1SQSF,LC-1F,,lung,SIDM01226
ACH-001118,,M059J,,949094,central_nervous_system,SIDM00659
ACH-001119,Mac-2A,MAC2A,,,skin,
ACH-001121,,MEC2,,,haematopoietic_and_lymphoid_tissue,SIDM00827
ACH-001125,,MOGGCCM,,908144,central_nervous_system,SIDM00532
ACH-001126,,MOGGUVW,,908145,central_nervous_system,SIDM00504
ACH-001127,,MOLT4,MOLT-4,905958,haematopoietic_and_lymphoid_tissue,SIDM00145
ACH-001128,MON,MON,,,soft_tissue,
ACH-001129,MONO-MAC-1,MONOMAC1,,,haematopoietic_and_lymphoid_tissue,SIDM01022
ACH-001131,MS-1,MSDASH1,MS-1,753594,autonomic_ganglia,SIDM00408
ACH-001136,NCI-H187,NCIH187,H187,688007,pleural_effusion,SIDM00767
ACH-001137,NCI-H1993,NCIH1993,H1933,908476,lymph_node,SIDM00758
ACH-001138,NCI-H2141,NCIH2141,H2141,688014,lymph_node,SIDM00699
ACH-001145,OC 316,OC316,,,ascites,SIDM00219
ACH-001151,OVCAR-5,OVCAR5,,905969,ascites,SIDM00091
ACH-001171,,PL45,,,pancreas,SIDM01115
ACH-001182,RPMI 6666,RPMI6666,,909701,haematopoietic_and_lymphoid_tissue,SIDM00813
ACH-001183,,RT11284,,,urinary_tract,SIDM01202
ACH-001184,SCMC-RM2,SCMCRM2,,,bone_marrow,
ACH-001188,SH-SY5Y,SHSY5Y,,,bone_marrow,SIDM01236
ACH-001189,,SJRH30,,909716,bone_marrow,SIDM01095
ACH-001190,SK-MEL-2,SKMEL2,,905955,skin,SIDM00082
ACH-001192,SK-NEP-1,SKNEP1,HTB-48,,pleural_effusion,SIDM00027
ACH-001193,SK-PN-DW,SKPNDW,,909731,Embryonal,SIDM01097
ACH-001196,SMS-CTR,SMSCTR,,,soft_tissue,
ACH-001198,,SNB19,SNB-19,,central_nervous_system,SIDM00109
ACH-001199,SNUC2B,SNUC2B,,909740,large_intestine,SIDM00781
ACH-001203,SUP-HD1,SUPHD1,,1331039,pleural_effusion,SIDM00422
ACH-001205,TC-32,TC32,,,bone,
ACH-001208,,TK10,,905980,kidney,SIDM00113
ACH-001210,TTC-1240,TTC1240,,,central_nervous_system,
ACH-001211,TTC-549,TTC549,,,soft_tissue,
ACH-001212,TTC-642,TTC642,,,soft_tissue,
ACH-001214,,U138MG,,,central_nervous_system,SIDM01192
ACH-001227,UPCI-SCC-090,UPCISCC090,"UPCISCC090, UPCI:SCC090,  UPCI-SCC-090",1299052,upper_aerodigestive_tract,SIDM00399
ACH-001228,,UPCISCC152,"UPCISCC152, UPCI:SCC152",,upper_aerodigestive_tract,SIDM00398
ACH-001232,,UW228,,,central_nervous_system,
ACH-001233,VMRC-LCD,VMRCLCD,,713869,lung,SIDM00320
ACH-001239,WM-266-4,WM2664,,,skin,SIDM00979
ACH-001249,,YMB1,,,ascites,SIDM01260
ACH-001270,1273/99,127399,,,soft_tissue,
ACH-001274,SW982,SW982,,909759,soft_tissue,SIDM01161
ACH-001275,SYO1,SYO1,,,soft_tissue,
ACH-001277,Yamato,YAMATO,,,soft_tissue,
ACH-001278,BIN-67,BIN67,,,bone,
ACH-001280,SCS-214,SCS214,,,soft_tissue,
ACH-001283,TC-106,TC106,,,skin,
ACH-001289,COG-AR-359,COGAR359,,,central_nervous_system,
ACH-001295,Y-79,Y79,,,eye,
ACH-001300,CHLA15,CHLA15,,,autonomic_ganglia,
ACH-001301,COGN278,COGN278,,,autonomic_ganglia,
ACH-001302,COG-N-305,COGN305,,,autonomic_ganglia,
ACH-001303,NB1643,NB1643,,,abdomen,
ACH-001306,8305C,8305C,,906795,thyroid,SIDM00997
ACH-001307,8505C,8505C,,924102,thyroid,SIDM00996
ACH-001318,PLC/PRF/5,PLCPRF5,,,liver,
ACH-001321,TT,TT,,,thyroid,SIDM00484
ACH-001322,CME-1,CME1,,,soft_tissue,
ACH-001328,A-431,A431,,910925,skin,SIDM00995
ACH-001329,ANGM-CSS,ANGMCSS,,,central_nervous_system,
ACH-001331,BICR 10,BICR10,,1290724,upper_aerodigestive_tract,SIDM00077
ACH-001332,BICR 78,BICR78,,1240122,upper_aerodigestive_tract,SIDM00501
ACH-001333,C-33 A,C33A,,687505,cervix,SIDM00889
ACH-001334,C-4 I,C4I,,687506,cervix,SIDM00905
ACH-001335,C-4 II,C4II,,,cervix,SIDM00906
ACH-001336,Ca Ski,CASKI,,906824,small_intestine,SIDM00923
ACH-001338,CHP-134,CHP134,,910941,autonomic_ganglia,SIDM00285
ACH-001339,Colo 794,COLO794,,,skin,SIDM00514
ACH-001340,COV413A,COV413A,,,large_intestine,
ACH-001341,DoTc2 4510,DOTC24510,,906843,cervix,SIDM00864
ACH-001344,GI-ME-N,GIMEN,,906872,bone_marrow,SIDM00227
ACH-001345,GP5d,GP5D,,907291,Colon,SIDM00537
ACH-001346,H103,H103,,,upper_aerodigestive_tract,
ACH-001350,HTC-C3,HTCC3,,924151,pleural_effusion,SIDM00496
ACH-001353,JOPACA-1,JOPACA1,,,pancreas,
ACH-001354,LAN-2,LAN2,,,autonomic_ganglia,
ACH-001355,LAN-6,LAN6,,949170,bone_marrow,SIDM00330
ACH-001358,MDA-MB-330,MDAMB330,,1330941,pleural_effusion,SIDM00631
ACH-001359,ME-180,ME180,,687514,abdomen,SIDM00627
ACH-001360,MS751,MS751,,1240179,lymph_node,SIDM00638
ACH-001362,NCI-H1770,NCIH1770,H1770,687804,lymph_node,SIDM00737
ACH-001363,NCI-H2135,NCIH2135,H2135,1298352,lung,SIDM00700
ACH-001364,NCI-H345,NCIH345,H345,688021,bone_marrow,SIDM00719
ACH-001365,NCI-H847,NCIH847,H847,1240193,pleural_effusion,SIDM01149
ACH-001367,NMB,NMB,,,bone_marrow,
ACH-001368,OAC-M5.1,OACM51,,1503363,lymph_node,SIDM00444
ACH-001369,OCI-C5x,OCIC5X,,,ovary,
ACH-001373,OV17R,OV17R,,1480361,ascites,SIDM00476
ACH-001374,PA-1 [PA1],PA1,,909255,ascites,SIDM01140
ACH-001375,PACADD-119,PACADD119,,,pancreas,
ACH-001376,PACADD-135,PACADD135,,,lymph_node,
ACH-001377,PACADD-137,PACADD137,,,pancreas,
ACH-001378,PACADD-159,PACADD159,,,pancreas,
ACH-001379,PACADD-161,PACADD161,,,liver,
ACH-001380,PACADD-165,PACADD165,,,ascites,
ACH-001382,PACADD-188,PACADD188,,,pancreas,
ACH-001383,PWR-1E,PWR1E,,1330993,prostate,SIDM01114
ACH-001384,RO82-W-1,RO82W1,,930083,thyroid,SIDM00218
ACH-001385,RPMI 2650,RPMI2650,,909700,pleural_effusion,SIDM00809
ACH-001386,SCLC-22H,SCLC22H,,,pleural_effusion,SIDM00028
ACH-001390,SUM-149PT,SUM149PT,,,breast,
ACH-001391,SUM-159PT,SUM159PT,,,breast,
ACH-001392,SUM-185PE,SUM185PE,,,pleural_effusion,
ACH-001394,SUM-229PE,SUM229PE,,,pleural_effusion,
ACH-001396,"SUM-52PE, SUM52",SUM52PE,,,pleural_effusion,
ACH-001398,SW 156,SW156,,1240220,kidney,SIDM01162
ACH-001399,SW 626,SW626,,909753,ovary,SIDM01168
ACH-001400,SW 954,SW954,,924247,cervix,SIDM01157
ACH-001401,SW-13,SW13,,909744,autonomic_ganglia,SIDM00814
ACH-001402,SW756,SW756,,724839,cervix,SIDM01174
ACH-001403,TO14,TO14,,,abdomen,
ACH-001407,UM-UC-13,UMUC13,,,lymph_node,
ACH-001408,UM-UC-14,UMUC14,,,urinary_tract,
ACH-001409,UM-UC-16,UMUC16,,,urinary_tract,
ACH-001412,UM-UC-10,UMUC10,,,urinary_tract,
ACH-001413,UM-UC-11,UMUC11,,,urinary_tract,
ACH-001414,UM-UC-6,UMUC6,,,urinary_tract,
ACH-001415,UM-UC7,UMUC7,,,urinary_tract,
ACH-001416,UM-UC9,UMUC9,,,urinary_tract,
ACH-001417,UMC-11,UMC11,,909779,lung,SIDM01183
ACH-001418,UWB1.289,UWB1289,,1480374,ovary,SIDM00815
ACH-001421,WERI-Rb-1,WERIRB1,,,eye,
ACH-001430,TC138,TC138,,,bone,
ACH-001431,TC205,TC205,,,bone,
ACH-001442,A388,A388,,910697,lymph_node,SIDM00794
ACH-001443,ASH-3,ASH3,,1290722,thyroid,SIDM00491
ACH-001450,BLUE-1,BLUE1,,,bone_marrow,
ACH-001451,BOKU,BOKU,,,cervix,SIDM00073
ACH-001452,BONNA-12,BONNA12,,906695,spleen,SIDM00984
ACH-001453,BPH-1,BPH1,,924105,prostate,SIDM00964
ACH-001454,C10,C10,,,large_intestine,
ACH-001456,C125PM,C125PM,,,large_intestine,
ACH-001458,C75,C75,,,large_intestine,
ACH-001459,C80,C80,,,large_intestine,
ACH-001460,C84,C84,,,large_intestine,
ACH-001461,C99,C99,,,large_intestine,
ACH-001484,CI,CI,,,haematopoietic_and_lymphoid_tissue,
ACH-001485,CII,CII,,,haematopoietic_and_lymphoid_tissue,
ACH-001489,COR-L32,CORL32,,1322212,bone_marrow,SIDM00508
ACH-001490,COR-L321,CORL321,,1322213,lung,SIDM00507
ACH-001494,EGI-1,EGI1,,906853,biliary_tract,SIDM01050
ACH-001496,ESO26,ESO26,,1503366,oesophagus,SIDM00539
ACH-001497,ESO51,ESO51,,1503367,oesophagus,SIDM00538
ACH-001498,Farage,FARAGE,,1297449,lymph_node,SIDM00859
ACH-001500,FLO-1,FLO1,,1503361,oesophagus,SIDM01041
ACH-001517,HEC-1,HEC1,,907051,endometrium,SIDM00596
ACH-001519,H-EMC-SS,HEMCSS,,907290,soft_tissue,SIDM00535
ACH-001521,HKA-1,HKA1,,,skin,
ACH-001522,HMY-1,HMY1,,,lymph_node,
ACH-001523,HSC-1,HSC1,,,skin,
ACH-001525,HT-3,HT3,,907068,lymph_node,SIDM00679
ACH-001526,HuO9,HUO9,,907072,bone,SIDM00599
ACH-001528,IHH-4,IHH4,,1240154,lymph_node,SIDM00600
ACH-001529,JAR,JAR,,907175,Placenta,SIDM01039
ACH-001530,JEG-3,JEG3,,907176,central_nervous_system,SIDM01218
ACH-001532,JMU-RTK-2,JMURTK2,,,central_nervous_system,
ACH-001536,KKU-100,KKU100,,,liver,
ACH-001542,KON,KON,,1298215,upper_aerodigestive_tract,SIDM00604
ACH-001543,KOSC-2,KOSC2,KOSC-2,753570,upper_aerodigestive_tract,SIDM00603
ACH-001544,KYAE-1,KYAE1,,1503368,pleural_effusion,SIDM00530
ACH-001549,Lu-135,LU135,,713899,lung,SIDM00294
ACH-001550,MCC13,MCC13,,,lymph_node,SIDM00007
ACH-001551,MCC14/2,MCC142,,,lymph_node,
ACH-001552,MCC26,MCC26,,,skin,SIDM00006
ACH-001554,mel-202,MEL202,,,uvea,
ACH-001563,MM127,MM127,,,skin,
ACH-001566,MM370,MM370,,,lymph_node,
ACH-001567,MM383,MM383,,,lymph_node,
ACH-001568,MM386,MM386,,,lymph_node,
ACH-001570,MM426,MM426,,,lymph_node,
ACH-001574,MOLM-14,MOLM14,,,haematopoietic_and_lymphoid_tissue,SIDM00436
ACH-001578,NCCIT,NCCIT,,908441,lung,SIDM00655
ACH-001591,NCI-H1417,NCIH1417,H1417,688001,lung,SIDM00642
ACH-001599,NCI-H64,NCIH64,H64,688026,lymph_node,SIDM01126
ACH-001603,NH-12,NH12,,908447,autonomic_ganglia,SIDM00577
ACH-001605,no.10,NO10,ONDA10,908452,central_nervous_system,SIDM00574
ACH-001606,no.11,NO11,ONDA11,908450,central_nervous_system,SIDM00573
ACH-001611,NP 8,NP8,,,central_nervous_system,
ACH-001617,OCI-LY7,OCILY7,,1659819,haematopoietic_and_lymphoid_tissue,SIDM00459
ACH-001625,OSC-19,OSC19,,1298362,lymph_node,SIDM00566
ACH-001626,OSC-20,OSC20,,1240196,lymph_node,SIDM00565
ACH-001628,PEA1,PEA1,,,pleural_effusion,
ACH-001630,PEO1,PEO1,,1480372,ascites,SIDM00472
ACH-001632,PEO4,PEO4,,,ascites,SIDM00471
ACH-001636,Ramos,RAMOS,RA 1,,ascites,SIDM01094
ACH-001638,RC-K8,RCK8,,1330995,ascites,SIDM00448
ACH-001639,ROS-50,ROS50,,1331025,haematopoietic_and_lymphoid_tissue,SIDM00415
ACH-001641,SAT,SAT,,1299050,upper_aerodigestive_tract,SIDM00350
ACH-001642,SCC-3,SCC3,,910930,pleural_effusion,SIDM00384
ACH-001645,SEKI,SEKI,,,skin,
ACH-001650,SISO,SISO,,1240212,cervix,SIDM00394
ACH-001653,SK-GT-2,SKGT2,,1503364,stomach,SIDM00393
ACH-001654,SK-GT-4,SKGT4,,1503365,oesophagus,SIDM00483
ACH-001655,SKN,SKN,,1240215,endometrium,SIDM00377
ACH-001669,TANOUE,TANOUE,,,haematopoietic_and_lymphoid_tissue,SIDM00288
ACH-001670,TASK1,TASK1,,,central_nervous_system,SIDM00026
ACH-001673,TFK-1,TFK1,,,biliary_tract,
ACH-001674,TGW,TGW,,910780,autonomic_ganglia,SIDM00324
ACH-001677,U-2904,U2904,,,pleural_effusion,
ACH-001680,U-698-M,U698M,,909777,upper_aerodigestive_tract,SIDM00424
ACH-001702,VA-ES-BJ,VAESBJ,,688121,bone_marrow,SIDM01179
ACH-001703,VAL,VAL,,1331048,bone_marrow,SIDM00416
ACH-001704,VMRC-MELG,VMRCMELG,,930301,Colon,SIDM00319
ACH-001709,WSU-NHL,WSUNHL,,909785,pleural_effusion,SIDM00412
ACH-001711,PFSK-1,PFSK1,,683667,central_nervous_system,SIDM01132
ACH-001715,CAL-72,CAL72,,906827,bone,SIDM00930
ACH-001716,GOTO,GOTO,,906875,autonomic_ganglia,SIDM00544
ACH-001735,SEMK2,SEMK2,,,haematopoietic_and_lymphoid_tissue,
ACH-001736,HB1119,HB1119,,,haematopoietic_and_lymphoid_tissue,
ACH-001737,CTV-1-DM,CTV1DM,,,haematopoietic_and_lymphoid_tissue,
ACH-001738,CCRF-CEM,CCRFCEM,,905952,haematopoietic_and_lymphoid_tissue,SIDM00121
ACH-001740,RH28,RH28,,,lymph_node,
ACH-001745,RhJT,RHJT,,,soft_tissue,
ACH-001750,TTC442,TTC442,,,soft_tissue,
ACH-001751,Rh36,RH36,,,soft_tissue,
ACH-001765,Rh4,RH4,,,liver,
ACH-001819,MFM-223,MFM223,,,pleural_effusion,SIDM00332
ACH-001820,COLO-824,COLO824,,,pleural_effusion,SIDM00954
ACH-001858,SSP-25,SSP25,,,biliary_tract,SIDM00275
ACH-001861,TGBC1TKB,TGBC1TKB,TGBC1TKB,,lymph_node,SIDM00252
ACH-001956,Mug-Chor-1,MUGCHOR1,,,bone,
ACH-001957,Um-Chor1,UMCHOR1,,,bone,
ACH-001958,MS1,MS1,"MS-1-L, MS1,  Ms1",,lung,SIDM00245
ACH-002005,SK-MEL-19,SKMEL19,SK-MEL-19,,skin,
ACH-002020,SKG-IIIa,SKGIIIA,,,cervix,SIDM00381
ACH-002024,ECC4,ECC4,,,large_intestine,SIDM00069
ACH-002029,SAS,SAS,,,upper_aerodigestive_tract,SIDM00351
ACH-002040,HMV-II,HMVII,,,skin,SIDM00291
ACH-002043,Ca9-22,CA922,,,upper_aerodigestive_tract,SIDM00489
ACH-002045,HO-1-u-1,HO1U1,,,upper_aerodigestive_tract,SIDM00591
ACH-002051,Lu-134-A,LU134A,,,lung,SIDM00296
ACH-002052,Lu-139,LU139,,,lung,SIDM00293
ACH-002058,ATN-1,ATN1,,,haematopoietic_and_lymphoid_tissue,SIDM00233
ACH-002059,P30/OHK,P30OHK,,,bone_marrow,SIDM00364
ACH-002062,SLVL,SLVL,,,haematopoietic_and_lymphoid_tissue,SIDM00374
ACH-002067,NOS-1,NOS1,,,bone,SIDM00242
ACH-002077,Lu-165,LU165,,,lymph_node,SIDM00292
ACH-002083,NB69,NB69,,,autonomic_ganglia,SIDM00244
ACH-002084,MMAc,MMAC,,,ascites,SIDM00246
ACH-002089,201T,201T,,1287381,lung,SIDM00055
ACH-002090,BB65-RCC,BB65RCC,,753533,kidney,SIDM00191
ACH-002091,CAL-39,CAL39,,924107,cervix,SIDM00935
ACH-002092,CHSA0011,CHSA0011,,1290767,bone,SIDM00051
ACH-002093,CHSA0108,CHSA0108,,1290768,bone,SIDM00050
ACH-002094,CHSA8926,CHSA8926,,1303912,bone,SIDM00176
ACH-002095,COR-L303,CORL303,,1297438,lung,SIDM00510
ACH-002096,CP50-MEL-B,CP50MELB,,753545,skin,SIDM00175
ACH-002097,CP66-MEL,CP66MEL,,753546,skin,SIDM00190
ACH-002098,CP67-MEL,CP67MEL,,949092,skin,SIDM00189
ACH-002099,CS1,CS1,,1290795,bone,SIDM00199
ACH-002100,DJM-1,DJM1,,906841,skin,SIDM00281
ACH-002101,EMC-BAC-1,EMCBAC1,,1503369,lung,SIDM00048
ACH-002102,EMC-BAC-2,EMCBAC2,,1503370,lung,SIDM00047
ACH-002103,ES1,ES1,,949158,bone,SIDM00266
ACH-002104,ES3,ES3,,684055,bone,SIDM00265
ACH-002105,ES4,ES4,,949156,bone,SIDM00264
ACH-002106,ES5,ES5,,684057,bone,SIDM00263
ACH-002107,ES6,ES6,,949157,bone,SIDM00262
ACH-002108,ES7,ES7,,684059,bone,SIDM00269
ACH-002109,ES8,ES8,,949155,bone,SIDM00261
ACH-002110,EW-1,EW1,,949163,pleural_effusion,SIDM00205
ACH-002111,EW-11,EW11,,684062,lymph_node,SIDM00203
ACH-002112,EW-12,EW12,,949162,bone,SIDM00200
ACH-002113,EW-13,EW13,,949166,bone,SIDM00621
ACH-002114,EW-16,EW16,,949165,bone,SIDM00198
ACH-002115,EW-18,EW18,,949164,bone,SIDM00197
ACH-002116,EW-22,EW22,,949167,bone,SIDM00196
ACH-002117,EW-24,EW24,,949168,bone,SIDM00195
ACH-002118,EW-3,EW3,,949161,pleural_effusion,SIDM00202
ACH-002119,EW-7,EW7,,949160,pleural_effusion,SIDM00201
ACH-002120,GAK,GAK,,910932,lymph_node,SIDM00543
ACH-002121,G-MEL,GMEL,,1240130,skin,SIDM00129
ACH-002122,GT3TKB,GT3TKB,,907041,pleural_effusion,SIDM01231
ACH-002123,H2369,H2369,,1290808,lung,SIDM00104
ACH-002124,H2373,H2373,,1290809,lung,SIDM00103
ACH-002125,H2461,H2461,,1290810,lung,SIDM00102
ACH-002126,H2591,H2591,,1240131,lung,SIDM00101
ACH-002127,H2595,H2595,,1240132,lung,SIDM00100
ACH-002128,H2722,H2722,,1290812,lung,SIDM00099
ACH-002129,H2731,H2731,,1240134,lung,SIDM00098
ACH-002130,H2795,H2795,,1290813,lung,SIDM00154
ACH-002131,H2803,H2803,,1240135,lung,SIDM00309
ACH-002132,H2804,H2804,,1240136,lung,SIDM00310
ACH-002133,H2810,H2810,,1240137,lung,SIDM00311
ACH-002134,H2818,H2818,,1290814,lung,SIDM00520
ACH-002135,H2869,H2869,,1240138,lung,SIDM00519
ACH-002136,H290,H290,,1240139,lung,SIDM00518
ACH-002138,H513,H513,,1240141,,
ACH-002139,HA7-RCC,HA7RCC,,753558,kidney,SIDM00188
ACH-002140,Hey,HEY,,1479988,ovary,SIDM00968
ACH-002141,HSC-39,HSC39,,1322224,ascites,SIDM00045
ACH-002142,HuO-3N1,HUO3N1,,909977,bone,SIDM00584
ACH-002143,IST-MEL1,ISTMEL1,,907172,skin,SIDM00225
ACH-002144,IST-SL1,ISTSL1,,753564,lymph_node,SIDM00223
ACH-002145,IST-SL2,ISTSL2,,753565,pleural_effusion,SIDM00230
ACH-002146,JHOS-3,JHOS3,,1480358,ovary,SIDM00304
ACH-002147,K2,K2,,1298160,skin,SIDM00126
ACH-002148,K5,K5,,924238,thyroid,SIDM00056
ACH-002149,KGN,KGN,,924186,abdomen,SIDM00302
ACH-002150,LB1047-RCC,LB1047RCC,,753577,kidney,SIDM00187
ACH-002151,LB2241-RCC,LB2241RCC,,753578,kidney,SIDM00186
ACH-002152,LB2518-MEL,LB2518MEL,,753579,skin,SIDM00185
ACH-002153,LB373-MEL-D,LB373MELD,,753581,skin,SIDM00184
ACH-002154,LB647-SCLC,LB647SCLC,,753582,lung,SIDM00183
ACH-002155,LB996-RCC,LB996RCC,,753585,kidney,SIDM00180
ACH-002156,LC-1-sq,LC1SQ,,1298223,lung,SIDM00300
ACH-002157,LC-2-ad,LC2AD,,907786,pleural_effusion,SIDM00297
ACH-002158,LU-99A,LU99A,,907796,lung,SIDM01219
ACH-002159,M14,M14,,905975,skin,SIDM00003
ACH-002160,MC-IXC,MCIXC,,908118,bone,SIDM01246
ACH-002161,MKN28,MKN28,,908139,liver,SIDM00260
ACH-002162,MMAC-SF,MMACSF,,925339,ascites,SIDM01242
ACH-002163,MRK-nu-1,MRKNU1,,908151,breast,SIDM00562
ACH-002164,MZ1-PC,MZ1PC,,753595,pancreas,SIDM00053
ACH-002165,MZ2-MEL,MZ2MEL,,971777,skin,SIDM00179
ACH-002166,MZ7-mel,MZ7MEL,,753596,skin,SIDM00516
